Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
Mençía Álvariz;Mençía Álvariz (P110 in AMSPO FSV);AMSPO-P110;Q16;AMSPO-P110;;;;;;;D127-Mençía;D127-Álvariz;;D127P414;;;;;D127P279;;;;;;;;;;;;;;;;D127;;;;;;;;;;;;;;;
Fernán Pérez;Fernán Pérez (P518 in AMSPO FSV);AMSPO-P518;Q16;AMSPO-P518;;;;;;;D110-Fernán|D66-Fernán|D81-Fernán|D26-Fernán|D101-Fernán|D22-Fernán|D99-Fernán|D112-Fernán|D117-Fernán;D66-Pérez|D101-Pérez|D112-Pérez de Váscones|D22-Pérez de Váscones|D26-Pérez de Vascones|D81-Pérez de Vascones|D117-Pérez|D99-Pérez de Váscones|D110-Pérez;;;;D117P583|D110P583|D99P583;;;;;;;;;;;;;;;;;;;D22|D101|D26|D112|D99|D66|D117|D81|D110;;;;;;;;;;;;;;D110Death_2;
Menen Suárez;Menen Suárez (P725 in AMSPO FSV);AMSPO-P725;Q16;AMSPO-P725;;;;;;;D123-Menen|D85-Menén;D85-Suáriz|D123-Suárez;D123-Alfayate|D85-Alfayate;;;;D123P413;;;;;;;;;;;;;;;;;;D123|D85;;;;;;;;;;;;;;;
Suer Alfonso;Suer Alfonso (P81 in AMSPO FSV);AMSPO-P81;Q16;AMSPO-P81;;;;;;;D45-Suer|D87-Suer|D32-Suer|D33-Suer|D76-Suer|D62-Suer|D30-Suer|D31-Suer|D54-Suer|D34-Suer;D34-Alfonso|D76-Alffonso|D45-Alffonso|D30-Alfonso|D54-Alffonso|D31-Alfonso|D62-Alfonso|D33-Alffonso|D87-Alffonso|D32-Alfonso;;D62P607;D30-Borondes|D33-Borondes|D45-Borondes_Abajo|D62-Borondes_Abajo|D54-Borondes_Abajo|D34-Borondes|D87-Borondes_Arriba;;D62P737|D54P737|D30P737|D33P737;;D30P216|D54P216|D33P216|D62P216;D45P64|D87P64|D33P64|D31P64|D32P64|D34P64|D54P64|D62P64;;;;D32P564|D33P564|D33P154|D32P154|D34P564;;;;;;;;;;;D30|D62|D76|D34|D32|D87|D54|D45|D31|D33;;;;;;;;;;;;;;;
Alfonso Martínez;Alfonso Martínez (P369 in AMSPO FSV);AMSPO-P369;Q16;AMSPO-P369;;;;;;;D15-Alfonso;D15-Martínez;D15-Mercador;;;;;;;;;;;;;;;;;;;;;;D15;;;;;;;;;;;;;;;
María Peréz;María Peréz (D63PB2 in AMSPO FSV);AMSPO-D63PB2;Q16;AMSPO-D63PB2;;;;;;;D63-María;D63-Peréz;;;;D63P522;;;;;;;;;;;;;;;;;;;D63;;;;;;;;;;;;;;D63Death_2;
Pero Ferrándiz;Pero Ferrándiz (P240 in AMSPO FSV);AMSPO-P240;Q16;AMSPO-P240;;;;;;;D81-Pero|D47-Pero;D47-Ferrándiz|D81-Ferrándiz;D47-Carniçero|D81-Carniçero;;;D81P163;;;;;;;;;;;;;;;;;;;D47|D81;;;;;;;;;;;;;;;
Pero Carrión;Pero Carrión (P128 in AMSPO FSV);AMSPO-P128;Q16;AMSPO-P128;;;;;;;D98-Pero;D98-Carrión;;;;;;;;;;;;;;;;;;;;;;;D98;;;;;;;;;;;;;;;
Gutier Garçía;Gutier Garçía (P275 in AMSPO FSV);AMSPO-P275;Q16;AMSPO-P275;;;;;;;D113-Gutier|D105-Gutier|D102-Gutier;D102-Garçía|D113-Garçía|D105-Garçía;;;;;;D105-Notario póblico del rey enna pobla de Grado|D102-Notario público del rey enna pobla de Grado|D113-Notario público del rey enna pobla de Grado;;;;;;;;;;;;;;;;;D102|D105|D113;;;;;;;;;;;;;;;
Alvar Garçía;Alvar Garçía (P266 in AMSPO FSV);AMSPO-P266;Q16;AMSPO-P266;;;;;;;D118-Alvar|D124-Alvar|D121-Alvar|D125-Alvar|D123-Alvar|D122-Alvar|D120-Alvar|D119-Alvar|D117-Alvar|D115-Alvar;D118-Garçía|D123-Garçía|D121-Garçía|D117-Garçía|D122-Garçía|D120-Garçía|D124-Garçía|D119-Garçía|D125-Garçía|D115-Garçía;;;;;;D125-Notario póblico del rey en la pobla de Grado|D122-Notario póblico del rey en la pobla de Grado|D121-Notario póblico del rey en la pobla de Grado|D123-Notario póblico del rey en la pobla de Grado|D118-Notario público del rey en la pobla de Grado|D119-Notario póblico del rey en la pobla de Grado|D117-Notario póblico del rey en la pobla de Grado|D115-Notario público del rey en la pobla de Grado|D120-Notario póblico del rey en la pobla de Grado|D124-Notario póblico del rey en la pobla de Grado;;;;;;;;;;;;;;;;;D123|D124|D125|D122|D115|D121|D118|D119|D117|D120;;;;;;;;;;;;;;;
Alfonso Nicolás;Alfonso Nicolás (P430 in AMSPO FSV);AMSPO-P430;Q16;AMSPO-P430;;;;;;;D27-Alffonso|D21-Alffonso|D20-Alffonsso|D22-Alffonso|D18-Alffonso|D19-Alffonso|D26-Alfonso|D15-Alffonso|D14-Alffonso|D24-Alfonso|D23-Alffonso|D13-Alffonso|D6-Alffonso|D17-Alffonso|D16-Alfonso|D9-Alffonso|D28-Alfonso|D11-Alffonsso;D21-Nicolás|D16-Nicolás|D19-Nicolás|D27-Nicolás|D9-Nicolás|D15-Nicolás|D24-Nicolás|D6-Nicolás|D14-Nicolás|D18-Nicolás|D23-Nicolás|D13-Nicolás|D20-Nicolás|D11-Nicolás|D28-Nicolás|D17-Nicolás|D22-Nicolás|D26-Nicolás;;;;;;D26-Notario público del rey en Oviedo|D24-Notario póblico por el rey en Oviedo|D15-Notario póblico por el rey en Oviedo|D27-Notario público del rey en Oviedo|D9-Notario póblico por el rey en Oviedo|D6-Notario póblico por el rey en Oviedo|D14-Notario póblico por el rey en Oviedo|D16-Notario público del rey en Oviedo|D22-Notario póblico por el rey en Oviedo|D21-Notario público del rey en Oviedo|D13-Notario público por el rey en Oviedo|D17-Notario público del rey en Oviedo|D18-Notario póblico del rey en Oviedo|D11-Notario público del rey en Oviedo|D20-Notario póblico del rey en Oviedo|D28-Notario público del rey en Oviedo|D23-Notario público del rey en Oviedo|D19-Notario público del rey en Oviedo;;;;;;;;;;;;;;;;;D15|D20|D27|D24|D28|D16|D14|D18|D21|D11|D26|D17|D9|D13|D23|D6|D19|D22;;;;;;;;;;;;;;;
María Alvarez;María Alvarez (P103 in AMSPO FSV);AMSPO-P103;Q16;AMSPO-P103;;;;;;;D53-María|D75-María|D43-María|D17-María|D15-María|D16-María|D52-María|D18-María|D24-María|D63-María|D31-María|D30-Marýa|D37-María|D69-María|D80-María|D71-María|D58-María|D6-María|D57-María|D59-María|D27-María|D79-María|D46-María|D47-María|D4-María|D26-María|D82-María|D23-María|D19-María|D74-María|D9-María|D34-María|D73-María|D11-María|D66-María|D61-María|D3-María|D64-María|D38-María|D5-María|D50-María|D76-María|D32-María|D29-María|D60-María|D33-María|D72-María|D14-María|D45-María|D51-María|D25-María|D39-María|D85-María|D22-María|D35-María|D36-María|D54-María|D83-María|D1-María|D88-María|D67-María|D65-María|D128-María|D40-María|D62-María|D86-María|D55-María|D78-María|D44-María|D77-María|D70-María|D68-María|D2-María|D21-María|D28-María|D49-María|D48-María|D10-María;D30-Álvariz|D31-Álvariz|D14-Álvariz|D11-Alvarez|D22-Álvariz|D39-Álvariz|D77-Álvariz|D83-Álvarez|D9-Álvariz|D1-Álvarez|D46-Álvariz|D49-Álvariz|D71-Álvariz|D62-Álvariz|D66-Álvariz|D25-Álvariz|D78-Álvariz|D53-Álauriz|D40-Álvariz|D65-Álvariz|D54-Álvariz|D69-Álvariz|D21-Álvariz|D43-Álvariz|D16-Álvariz|D15-Álvarez|D70-Álvarez|D44-Álvariz|D17-Álvariz|D128-Álvarez|D29-Álvariz|D35-Álvariz|D74-Álvariz|D10-Álvariz|D19-Álvariz|D28-Álvariz|D82-Álvariz|D45-Álvariz|D64-Álvariz|D36-Álvarez|D3-Álvariz|D76-Álvariz|D59-Álvariz|D27-Álvariz|D6-Álvariz|D88-Álvariz|D5-Álvariz|D4-Álvariz|D85-Álvariz|D72-Álvariz|D51-Álvariz|D86-Álvariz|D60-Álvariz|D38-Álvariz|D47-Álvariz|D57-Álvariz|D32-Álvarez|D2-Álvariz|D63-Álvariz|D79-Álvariz|D73-Álvariz|D50-Álvariz|D48-Álvariz|D52-Álvariz|D23-Álvariz|D58-Álvariz|D24-Álvarez|D18-Álvarez|D26-Álvarez|D75-Álvariz|D37-Álvariz|D68-Álvariz|D34-Álvariz|D55-Álvariz|D33-Álvariz|D61-Álvariz|D80-Álvarez|D67-Álvariz;;D85P154|D16P154|D64P154|D48P154|D3P154|D5P154|D69P154|D45P154|D19P154|D21P154|D33P154|D24P154|D15P154|D30P154|D88P154|D59P154|D35P154|D74P154|D66P154|D78P154|D70P154|D38P154|D40P154|D28P154|D63P154|D75P154|D76P154|D61P154|D4P154|D67P154|D27P154|D14P154|D58P154|D22P154|D62P154|D2P154|D31P154|D86P154|D77P154|D10P154|D55P154|D17P154|D80P154|D54P154|D49P154|D26P154|D72P154|D52P154|D57P154|D23P154|D18P154|D46P154|D83P154|D68P154|D51P154|D1P154|D53P154|D37P154|D47P154|D25P154|D11P154|D50P154|D9P154|D6P154|D73P154|D43P154|D60P154|D29P154|D71P154|D34P154|D44P154|D36P154|D82P154|D39P154|D79P154|D32P154|D65P154;D69-Oviedo|D61-Oviedo|D26-Oviedo|D22-Oviedo|D35-Oviedo|D14-Oviedo|D55-Oviedo|D79-Oviedo|D19-Oviedo|D6-Oviedo|D39-Oviedo|D32-Oviedo|D52-Oviedo|D78-Oviedo|D24-Oviedo|D73-Oviedo|D5-Oviedo|D45-Oviedo|D18-Oviedo|D57-Oviedo|D16-Oviedo|D17-Oviedo|D21-Oviedo|D29-Oviedo|D51-Oviedo|D58-Oviedo|D27-Oviedo|D30-Oviedo|D23-Oviedo|D28-Oviedo|D38-Oviedo|D80-Oviedo|D75-Oviedo|D60-Oviedo|D15-Oviedo|D83-Oviedo|D31-Oviedo|D1-Oviedo|D74-Oviedo|D77-Oviedo|D33-Oviedo|D11-Oviedo;D128P645|D128P21|D128P5;;;;;;;;;;;;;;;;;;;D55|D39|D69|D67|D82|D3|D23|D45|D73|D33|D31|D70|D62|D28|D72|D60|D17|D68|D86|D85|D40|D16|D29|D46|D80|D19|D74|D36|D5|D24|D25|D50|D54|D43|D63|D78|D4|D47|D14|D53|D11|D66|D64|D88|D22|D65|D34|D61|D10|D48|D58|D37|D51|D76|D21|D83|D35|D30|D49|D57|D18|D27|D1|D15|D79|D44|D2|D9|D59|D71|D38|D26|D32|D77|D128|D6|D52|D75;;;;;;;;;;;;;;D88Death_1|D85Death_1|D86Death_1|D128Death_1;
María Pérez de y de Borondes;María Pérez de y de Borondes (P564 in AMSPO FSV);AMSPO-P564;Q16;AMSPO-P564;;;;;;;D66-María|D91-María|D108-María|D62-María|D32-María|D106-María|D33-María|D125-María|D34-María|D92-María|D31-María|D45-María|D29-María;D92-Pérez|D29-Pérez De Borondes de Iuso|D31-Pérez|D106-Pérez De Borondes|D66-Pérez|D33-Pérez|D91-Pérez|D34-Pérez|D32-Pérez|D45-Pérez de Borondes de Iu|D108-Pérez|D125-Pérez de y de Borondes|D62-Pérez De Borondes;;;;D108P220|D92P522;;;;;;;;D33P81|D32P81|D33P154|D34P81|D31P64|D32P64|D32P154|D34P64;;;;;;;;;;;D106|D92|D108|D62|D91|D45|D29|D34|D125|D32|D66|D31|D33;;;;;;;;;;;;;;D92Death_1|D108Death_2;
Alvar Peláiz;Alvar Peláiz (P451 in AMSPO FSV);AMSPO-P451;Q16;AMSPO-P451;;;;;;;D74-Alvar;D74-Peláiz;;;D74-Pravia;;;;;;;;;;;;;;;;;;;;D74;;;;;;;;;;;;;;;
Domingo Pérez;Domingo Pérez (P507 in AMSPO FSV);AMSPO-P507;Q16;AMSPO-P507;;;;;;;D41-Domingo;D41-Pérez;D41-Alfageme;;;;;;;;;;;;;;;;;;;;;;D41;;;;;;;;;;;;;;;
María Pérez;María Pérez (P561 in AMSPO FSV);AMSPO-P561;Q16;AMSPO-P561;;;;;;;D52-María;D52-Pérez;;D52P603;D52-Oviedo;;;;;;;;;;;;;;;;;;;;D52;;;;;;;;;;;;;;;
Sancha Rodríguiz;Sancha Rodríguiz (P660 in AMSPO FSV);AMSPO-P660;Q16;AMSPO-P660;;;;;;;D122-Sancha;D122-Rodríguiz;;D122P417;D122-Báscones;;;;;;;;;;;;;;;;;;;;D122;;;;;;;;;;;;;;;
Diego Fernández de Linares;Diego Fernández de Linares (P177 in AMSPO FSV);AMSPO-P177;Q16;AMSPO-P177;;;;;;;D126-Diego;D126-Fernández de Linares;;;;D126P136;;;;;;;;;;;;;;;;;;;D126;;;;;;;;;;;;;;;
María Fernándiz;María Fernándiz (P216 in AMSPO FSV);AMSPO-P216;Q16;AMSPO-P216;;;;;;;D54-María|D62-María|D33-María|D30-María|D31-María;D62-Ferrándiz|D33-Fernándiz|D54-Ferrándiz|D31-Ferrándiz|D30-Fernándiz;;;;D54P81|D33P81|D62P81|D31P64|D30P64|D30P81;;;;;;;;;;;;;;;;;;;D30|D62|D54|D31|D33;;;;;;;;;;;;;;D30Death_1|D33Death_1|D31Death_1|D62Death_1|D54Death_1;
Diego Ferrándiz;Diego Ferrándiz (P173 in AMSPO FSV);AMSPO-P173;Q16;AMSPO-P173;;;;;;;D104-Diego;D104-Ferrándiz;D104-Alfayate;;;;;;;;;;;;;;;;;;;;;;D104;;;;;;;;;;;;;;;
Alffonso Ferrándiz de Veyga;Alffonso Ferrándiz de Veyga (P162 in AMSPO FSV);AMSPO-P162;Q16;AMSPO-P162;;;;;;;D76-Alffonso;D76-Ferrándiz de Veyga;;;;;;;;;;;;;;;;;;;;;;;D76;;;;;;;;;;;;;;;
Aldonça Suáriz de y de Borondes;Aldonça Suáriz de y de Borondes (P679 in AMSPO FSV);AMSPO-P679;Q16;AMSPO-P679;;;;;;;D94-Aldonça|D108-Aldonça|D98-Aldonça|D100-Aldonça|D127-Aldonça|D120-Aldonça|D101-Aldonça;D101-Suáriz|D94-Suáriz de y de Borondes|D120-Suáriz|D100-Suáriz|D127-Suáriz|D108-Suáriz|D98-Suáriz;;;D98-Borondes;;;;;;;;;;;;;;;;;;;;D108|D94|D100|D101|D127|D98|D120;;;;;;;;;;;;;;;
Nicolás Fernándiz;Nicolás Fernándiz (P233 in AMSPO FSV);AMSPO-P233;Q16;AMSPO-P233;;;;;;;D48-Nicolao|D126-Nicolás|D72-Nicolás|D107-Nicolás|D111-Nicolás|D70-Nicolás|D49-Nicolao|D110-Nicolás|D116-Nicolás|D106-Nicolás|D95-Nicolás|D50-Nicolao|D55-Nicolao|D88-Nicolás|D112-Nicolás|D42-Nicolao|D59-Nicolao|D86-Nicolás|D53-Nicolao|D109-Nicolás|D128-Nicolás|D40-Nicolao|D41-Nicolás|D108-Nicolás|D54-Nicolao|D56-Nicolao|D94-Nicolás|D114-Nicolás;D107-Ferrándiz|D95-Ferrándiz|D111-Fernández|D53-Ferrándiz|D128-Fernández|D112-Ferrándiz|D94-Fernández|D86-Ferrándiz|D55-Fernández|D72-Ferrándiz|D110-Ferrándiz|D49-Ferrándiz|D116-Ferrándiz|D50-Fernández|D106-Ferrándiz|D108-Ferrándiz|D59-Fernándiz|D48-Ferrándiz|D70-Ferrándiz|D88-Ferrándiz|D56-Ferrándiz|D40-Ferrándiz|D42-Ferrándiz|D114-Ferrándiz|D54-Ferrándiz|D109-Ferrándiz|D41-Fernández|D126-Fernández;D55-Notario|D56-Notario|D59-Notario;;;;;D72-Notario póblico del rey en Oviedo|D48-Notario póblico del rey en Oviedo|D42-Notario póblico del rey en Oviedo|D109-Notario póblico del rey en Oviedo|D40-Notario póblico del rey en Oviedo|D126-Notario póblico del rey en Oviedo|D107-Notario póblico del rey en Oviedo|D116-Notario póblico del rey en Oviedo|D114-Notario público del rey en Oviedo|D54-Notario póblico del rey en Oviedo|D110-Notario público del rey en Oviedo|D70-Notario póblico del rey en Oviedo|D49-Notario póblico del rey en Oviedo|D86-Notario póblico del rey en Oviedo|D88-Notario póblico del rey en Oviedo|D112-Notario póblico del rey en Oviedo|D108-Notario póblico del rey en Oviedo|D41-Notario público del rey en Oviedo|D111-Notario público del rey en Oviedo|D53-Notario público del rey en Oviedo|D106-Notario póblico del rey en Oviedo|D94-Notario póblico del rey en Oviedo|D95-Notario póblico del rey en Oviedo|D50-Notario póblico del rey en Oviedo|D128-Notario póblico del rey en Oviedo;;;;;;;;;;;;;;;;;D55|D108|D56|D114|D95|D126|D50|D107|D48|D111|D54|D106|D70|D94|D72|D86|D59|D40|D109|D112|D128|D110|D49|D53|D41|D42|D88|D116;;;;;;;;;;;;;;;
Gonçalo Ferrándiz;Gonçalo Ferrándiz (P189 in AMSPO FSV);AMSPO-P189;Q16;AMSPO-P189;;;;;;;D114-Gonçalo;D114-Ferrándiz;D114-Alfayate;;;;;;;;;;;;;;;;;;;;;;D114;;;;;;;;;;;;;;;
Fernán Alfonso;Fernán Alfonso (P21 in AMSPO FSV);AMSPO-P21;Q16;AMSPO-P21;;;;;;;D127-Fernán|D126-Fernán|D128-Fernán;D127-Alffonso|D128-Alffonso|D126-Alfonso;D128-Monge del Monesterio de San Vicenti de Oviedo|D126-Mongie del Monesterio de San Vecenti de Oviedo|D127-Monge del Monesterio de San Viçenti de Oviedo;;;;D127P154|D128P154;;D128P103;D126P645|D126P5|D128P5|D127P5|D127P645|D128P645;;D126-Oviedo|D128-Oviedo|D127-Oviedo;;;;;;;;;;;;;D128|D127|D126;;;;;;;;;;;;;;;
Diego Fernández;Diego Fernández (P175 in AMSPO FSV);AMSPO-P175;Q16;AMSPO-P175;;;;;;;D112-Diego|D111-Diego|D116-Diego|D110-Diego|D108-Diego|D114-Diego;D110-Ferrándiz|D112-Ferrándiz|D111-Fernández|D116-Ferrándiz|D114-Ferrándiz|D108-Ferrándiz;D108-Escrivano|D111-Escrivano|D110-Escrivano|D116-Escrivano|D112-Escrivano|D114-Escrivano;;;;;;;;;;;;;;;;;;;;;;D108|D114|D112|D111|D116|D110;;;;;;;;;;;;;;;
Pedro Alfonso;Pedro Alfonso (P64 in AMSPO FSV);AMSPO-P64;Q16;AMSPO-P64;;;;;;;D33-Per|D31-Pero|D15-Pero|D30-Pero|D32-Pedro|D54-Pero|D62-Pero|D87-Pero|D45-Pero|D34-Pero|D76-Pero;D34-Alfonso|D45-Alffonso|D76-Alfonso|D33-Alfonso|D15-Alffonso|D30-Alfonso|D54-Alffonso|D31-Alfonso|D62-Alfonso|D87-Alffonso|D32-Alfonso;;;D30-Borondes|D45-Borondes_Abajo|D31-Borondes|D32-Borondes|D87-Borondes_Arriba;;D31P737|D30P737;;D30P216|D31P216;D54P81|D33P81|D62P81|D32P81|D31P81|D34P81|D45P81|D87P81;;;;D32P564|D32P154|D31P564|D34P564;;;;;;;;;;;D30|D15|D62|D76|D34|D32|D87|D54|D45|D31|D33;;;;;;;;;;;;;;;
Ignés Álvarez;Ignés Álvarez (P98 in AMSPO FSV);AMSPO-P98;Q16;AMSPO-P98;;;;;;;D91-Ignés;D91-Álvarez;;D91P249;D91-Báscones;D91P647;;;;;;;;;;;;;;;;;;;D91;;;;;;;;;;;;;;;
Gonçalo;Gonçalo (D63PB3 in AMSPO FSV);AMSPO-D63PB3;Q16;AMSPO-D63PB3;;;;;;;D63-Gonçalo;;D63-Escrivano;;;;;;;;;;;;;;;;;;;;;;D63;;;;;;;;;;;;;;;
Fernán Lana;Fernán Lana (P364 in AMSPO FSV);AMSPO-P364;Q16;AMSPO-P364;;;;;;;D85-Fernán;D85-Lana;;;;;;D85-Notario póblico del rey enna pobla de Grado;;;;;;;;;;;;;;;;;D85;;;;;;;;;;;;;;;
Alffonso;Alffonso (D93PB2 in AMSPO FSV);AMSPO-D93PB2;Q16;AMSPO-D93PB2;;;;;;;D93-Alffonso;;;;;;;;;;;;;;;;;;;;;;;;D93;;;;;;;;;;;;;;;
Bartolomé Iohanniz;Bartolomé Iohanniz (P347 in AMSPO FSV);AMSPO-P347;Q16;AMSPO-P347;;;;;;;D6-Bartolomé;D6-Iohanniz;D6-Carpentero;;;;;;;;;;;;;;;;;;;;;;D6;;;;;;;;;;;;;;;
Elvira Suáriz;Elvira Suáriz (P699 in AMSPO FSV);AMSPO-P699;Q16;AMSPO-P699;;;;;;;D124-Elvira;D124-Suáriz;;;;D124P102;;;;;;;;;;;;;;;;;;;D124;;;;;;;;;;;;;;D124Death_2;
Lorença Suáriz;Lorença Suáriz (P714 in AMSPO FSV);AMSPO-P714;Q16;AMSPO-P714;;;;;;;D47-Loriença|D53-Loriença|D3-Loriença|D44-Loriença|D48-Loriença|D50-Loriença|D46-Lorença|D4-Loriença;D3-Suáriz|D46-Suáriz|D53-Suáriz|D50-Suáriz|D48-Suáriz|D4-Suáriz|D44-Suáriz|D47-Suáriz;;D53P521|D3P723|D48P723|D44P723|D50P723|D4P723;D44-Borondes_Arriba|D3-Borondes|D4-Borondes|D50-Borondes_Arriba|D48-Borondes|D47-Borondes|D53-Borondes;D53P419|D48P419|D50P419|D47P419;D53P409;;D53P168;;;;;;;;;;;;;;;;D44|D47|D53|D46|D50|D48|D3|D4;;;;;;;;;;;;;;;
Ygnés Garçía;Ygnés Garçía (P276 in AMSPO FSV);AMSPO-P276;Q16;AMSPO-P276;;;;;;;D68-Ignés|D67-Ignés|D14-Ingnés|D83-Ygnés|D82-Ingés;D67-Garçía|D82-Garçía|D68-Garçía|D14-Garçía|D83-Garçía;;;;;D68P298;;;;;;;;;;;;;;;;;;D14|D67|D82|D68|D83;;;;;;;;;;;;;;;
Suer Rodríguez;Suer Rodríguez (P663 in AMSPO FSV);AMSPO-P663;Q16;AMSPO-P663;;;;;;;D79-Suer|D40-Suer|D22-Suer|D29-Suer|D72-Suer|D26-Suer;D29-Rodríguez|D26-Rodríguiz|D79-Rodríguiz|D72-Rodríguiz|D40-Rodríguiz|D22-Rodríguez;;;;D79P729|D72P729|D26P729|D29P729|D22P681|D40P729;;;;;;;;;;;;;;;;;;;D79|D40|D29|D72|D26|D22;;;;;;;;;;;;;;D72Death_2|D40Death_2;
Gonçalo Suáriz de Grandín;Gonçalo Suáriz de Grandín (P708 in AMSPO FSV);AMSPO-P708;Q16;AMSPO-P708;;;;;;;D6-Gonçalo|D96-Gonçalo;D96-Suáriz|D6-Suáriz de Grandín;;;;D6P306;;;;D96P726;;;;;;;;;;;;;;;D96|D6;;;;;;;;;;;;;;D6Death_1;
Pero Suáriz de Borondes;Pero Suáriz de Borondes (P729 in AMSPO FSV);AMSPO-P729;Q16;AMSPO-P729;;;;;;;D55-Pero|D26-Pedro|D29-Pedro|D59-Pero|D23-Pedro|D42-Pero|D72-Pero|D22-Pero|D40-Pero|D79-Pero;D72-Suáriz de Borondes|D26-Suáriz|D79-Suáriz de Borondes|D29-Suáriz|D23-Suáriz|D55-Suáriz|D22-Suáriz|D59-Suáriz|D40-Suáriz|D42-Suáriz;D55-Escudero;D23P257|D29P257|D26P257|D55P257|D72P257|D40P257|D42P257|D22P257;D55-Borondes_Arriba|D23-Borondes|D26-Borondes|D42-Borondes|D29-Borondes|D40-Borondes_Arriba;;D26P663|D72P663|D29P663|D40P663|D79P663;;D26P559|D72P559|D40P559;D22P681|D55PB1;;;;;;;;;;D55P704;;;;;D55|D79|D59|D40|D29|D72|D26|D42|D23|D22;;;;;;;;;;;;;;;
Alvar Gonçáliz;Alvar Gonçáliz (P295 in AMSPO FSV);AMSPO-P295;Q16;AMSPO-P295;;;;;;;D104-Alvar;D104-Gonçáliz;;;;;;;;;;;;;;;;;;;;;;Don;D104;;;;;;;;;;;;;;;
Gonçalo Suáriz;Gonçalo Suáriz (P713 in AMSPO FSV);AMSPO-P713;Q16;AMSPO-P713;;;;;;;D113-Gonçalo;D113-Suáriz;;;;;D113PB1;;;;;;;;;;;;;;;;;;D113;;;;;;;;;;;;;;;
Pero Pérez;Pero Pérez (P588 in AMSPO FSV);AMSPO-P588;Q16;AMSPO-P588;;;;;;;D128-Pero;D128-Pérez;;;;;D128P676;;;;;;;;;;;;;;;;;;D128;;;;;;;;;;;;;;;
Rama Ferrándiz;Rama Ferrándiz (D53PB1 in AMSPO FSV);AMSPO-D53PB1;Q16;AMSPO-D53PB1;;;;;;;D53-Rama;D53-Ferrándiz;;D53P468;;;;;;;;;;;;;;;;;;;;;D53;;;;;;;;;;;;;;;
Fernán Rodríguiz;Fernán Rodríguiz (P622 in AMSPO FSV);AMSPO-P622;Q16;AMSPO-P622;;;;;;;D39-Fernán;D39-Rodríguiz;D39-Oriz;;;;;;;;;;;;;;;;;;;;;;D39;;;;;;;;;;;;;;;
Pero Ferrándiz;Pero Ferrándiz (P241 in AMSPO FSV);AMSPO-P241;Q16;AMSPO-P241;;;;;;;D54-Pero;D54-Ferrándiz;D54-Omne;;;;;;;;D54PB1;;;;;;;;;;;;;;D54;;;;;;;;;;;;;;;
Suer Gonçáliz de Ruy Seco;Suer Gonçáliz de Ruy Seco (P320 in AMSPO FSV);AMSPO-P320;Q16;AMSPO-P320;;;;;;;D116-Suer|D114-Suer|D126-Suer|D107-Suer|D120-Suer;D114-Gonçáliz|D116-Gonçáliz de Ruy Seco|D107-Gonçáliz|D120-Gonçález|D126-Gonçález;;;;D114P697|D126P697|D107P697|D120P697;;;;;;;;;;;;;;;;;;;D114|D126|D107|D116|D120;;;;;;;;;;;;;;D114Death_2;
Gutier Ferrándiz;Gutier Ferrándiz (P197 in AMSPO FSV);AMSPO-P197;Q16;AMSPO-P197;;;;;;;D116-Gutier;D116-Ferrándiz;;;;D116P255;;;;;;;;;;;;;;;;;;;D116;;;;;;;;;;;;;;D116Death_2;
Suer Ferrándiz;Suer Ferrándiz (P253 in AMSPO FSV);AMSPO-P253;Q16;AMSPO-P253;;;;;;;D107-Suer;D107-Ferrándiz;D107-Monge del monasterio de San Viçenti de Oviedo;;;;;;;;;D107-Oviedo;;;;;;;;;;;;;D107;;;;;;;;;;;;;;;
Iohan Alfonso;Iohan Alfonso (P46 in AMSPO FSV);AMSPO-P46;Q16;AMSPO-P46;;;;;;;D61-Iohan|D59-Iohan;D61-Alfonso|D59-Alffonso Murçia;D59-Mercador|D61-Mercador;;;;;;;;;;;;;;;;;;;;;;D61|D59;;;;;;;;;;;;;;;
Iohan Gonçáliz;Iohan Gonçáliz (P305 in AMSPO FSV);AMSPO-P305;Q16;AMSPO-P305;;;;;;;D4-Iohan|D3-Iohan;D4-Gonzáliz|D3-Gonçáliz;;;;;D4P707|D3P707;;D3P104|D4P108;D4P304;;;;D4P154|D3P154;;;;;;;;;;;D3|D4;;;;;;;;;;;;;;;
