Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
Pero Pérez de Carniella;Pero Pérez de Carniella (P589 in AMSPO FSV);AMSPO-P589;Q16;AMSPO-P589;;;;;;;D89-Pero;D89-Pérez de Carniella;;;;;;;;;;;;;;;;;;;;;;;D89;;;;;;;;;;;;;;;
Gonzalo Suárez;Gonzalo Suárez (P709 in AMSPO FSV);AMSPO-P709;Q16;AMSPO-P709;;;;;;;D41-Gonzalo|D65-Gonçalo;D65-Suáriz|D41-Suárez;D65-Clérigo|D41-Clérigo;;;;;;;D65P726|D41P726;;;;;;;D41P740;;;;;;;;D41|D65;;;;;;;;;;;;;;;
Mayor Fernándiz;Mayor Fernándiz (P223 in AMSPO FSV);AMSPO-P223;Q16;AMSPO-P223;;;;;;;D90-Mayor|D57-Mayor|D78-Mayor|D59-Mayor|D73-Mayor|D74-Mayor|D77-Mayor|D21-Mayor;D59-Fernándíz|D57-Ferrándiz|D77-Ferrándiz|D90-Ferrándiz|D73-Ferrándiz de Borondes|D21-Fernándiz|D74-Ferrándiz|D78-Ferrándiz;;D21P538|D90P538;D59-Borondes_Arriba;D74P224|D74P563|D57P224|D59P224|D77P224|D78P224|D57P563|D73P563|D73P224|D59P563|D90P224;;;;;;;;;;;;;;;;;;;D74|D59|D57|D21|D77|D90|D73|D78;;;;;;;;;;;;;;D59Death_1|D90Death_1;
Pero Rodríguiz de Vaqueros;Pero Rodríguiz de Vaqueros (P655 in AMSPO FSV);AMSPO-P655;Q16;AMSPO-P655;;;;;;;D32-Pero|D31-Pero;D32-Rodríguiz de Vaqueros|D31-Rodríguiz de Vaqueros;;;;;;;;;;;;;;;;;;;;;;;D32|D31;;;;;;;;;;;;;;;
Tomás Pérez;Tomás Pérez (P605 in AMSPO FSV);AMSPO-P605;Q16;AMSPO-P605;;;;;;;D45-Tomás;D45-Pérez;D45-Notario;;;;;;;;;;;;;;;;;;;;;;D45;;;;;;;;;;;;;;;
Gonzalo Suárez;Gonzalo Suárez (P707 in AMSPO FSV);AMSPO-P707;Q16;AMSPO-P707;;;;;;;D3-Gonçalo|D12-Gonçalo|D13-Gonzalo|D7-Gonçalo|D8-Gonçalo|D41-Gonzalo|D4-Gonzalo;D7-Suáriz|D3-Suáriz|D41-Suárez|D4-Suárez|D13-Suárez|D8-Suáriz|D12-Suáriz;;;;D4P304|D3P305|D4P305;;;;;;;;;;D7P154|D13P154|D12P154|D8P154;;;;;;;;;D7|D13|D41|D3|D12|D8|D4;;;;;;;;;;;;;;;
Fernán Alfonso;Fernán Alfonso (D32PB1 in AMSPO FSV);AMSPO-D32PB1;Q16;AMSPO-D32PB1;;;;;;;D32-Fernán;D32-Alfonso;D32-Tendero|D31-Tendero;;;;;;;;;;;;;;;;;;;;;;D32;;;;;;;;;;;;;;;
Alfonso Pérez;Alfonso Pérez (P479 in AMSPO FSV);AMSPO-P479;Q16;AMSPO-P479;;;;;;;D80-Alfonso;D80-Pérez;D80-Criado;;;;;;;;D80P442;;;;;;;;;;;;;;D80;;;;;;;;;;;;;;;
Suer Rodríguiz del Portal;Suer Rodríguiz del Portal (P664 in AMSPO FSV);AMSPO-P664;Q16;AMSPO-P664;;;;;;;D44-Suer;D44-Rodríguiz del Portal;;;;;;;;;;;;;;;;;;;;D44P558;;;D44;;;;;;;;;;;;;;;
Fernán Pérez;Fernán Pérez (P512 in AMSPO FSV);AMSPO-P512;Q16;AMSPO-P512;;;;;;;D118-Fernán|D80-Fernán|D106-Fernán|D112-Fernán|D103-Fernán;D103-Pérez|D112-Pérez|D106-Pérez|D80-Pérez;;;D106-Borondes|D103-Borondes|D80-Borondes_Arriba|D112-Borondes;;D80P362|D112P362|D106P362;;D106P560|D112P560;;;;D106-Fernán Blanco|D103-Fernán Blanco|D118-Fernán Blanco|D112-Fernán Blanco;;;;;;;;;;;;D106|D103|D112|D80|D118;;;;;;;;;;;;;;;
Gonçalo Rodríguiz;Gonçalo Rodríguiz (P631 in AMSPO FSV);AMSPO-P631;Q16;AMSPO-P631;;;;;;;D28-Gonçalo|D35-Gonçalo;D28-Rodríguiz|D35-Rodríguiz;D28-Criado|D35-Criado;;;;;;;;D35PB1|D28P94;;;;;;;;;;;;;;D35|D28;;;;;;;;;;;;;;;
Diego Suáriz;Diego Suáriz (P694 in AMSPO FSV);AMSPO-P694;Q16;AMSPO-P694;;;;;;;D2-Diego;D2-Suáriz;;;D2-Santiago_de_Arlós;;;;;;;;;;;;;;;;;;;;D2;;;;;;;;;;;;;;;
Iohan;Iohan (D18PB3 in AMSPO FSV);AMSPO-D18PB3;Q16;AMSPO-D18PB3;;;;;;;D18-Iohan;;;;;;;;;;;;;;;;;;;;;;;;D18;;;;;;;;;;;;;;;
Álvaro Suárez;Álvaro Suárez (P690 in AMSPO FSV);AMSPO-P690;Q16;AMSPO-P690;;;;;;;D95-Alvar|D78-Alvar|D90-Alvar|D92-Alvar|D91-Alvar|D93-Alvar|D71-Alvar|D74-Alvar|D70-Alvar|D94-Álvaro;D90-Suáriz|D91-Suárez|D95-Suáriz|D71-Suáriz de la pobla de Grado|D92-Suáriz|D74-Suáriz|D93-Suáriz|D78-Suáriz|D94-Suárez|D70-Suárez;D74-Escrivano|D90-Escribano|D95-Escrivano|D93-Escrivano|D92-Escrivano|D70-Escrivano|D91-Escrivano|D78-Escripvano;;;;;;;;;;;;;;;;;;;;;;D91|D92|D70|D93|D94|D71|D74|D95|D90|D78;;;;;;;;;;;;;;;
Alfonso Pérez de Berzió;Alfonso Pérez de Berzió (P486 in AMSPO FSV);AMSPO-P486;Q16;AMSPO-P486;;;;;;;D35-Alfonso|D43-Alfonso|D122-Alffonso;D122-Pérez de Berzió|D43-Pérez de Berzió|D35-Pérez de Bercio;;;;D43P87|D35P3|D35P30;;;;;;;;;;;;;;;;;;;D43|D122|D35;;;;;;;;;;;;;;D35Death_3|D43Death_3;
García Pérez;García Pérez (P525 in AMSPO FSV);AMSPO-P525;Q16;AMSPO-P525;;;;;;;D56-Garçía|D74-García|D76-Garçía|D75-Garçía|D81-Garçía|D45-García|D42-Garçía|D77-Garçía|D87-Garçía|D55-Garçía;D55-Pérez|D74-Pérez|D56-Pérez|D45-Pérez|D76-Pérez|D77-Pérez|D42-Pérez|D75-Pérez|D87-Pérez de y de Borondes|D81-Pérez;;;D81-Borondes|D56-Borondes_Abajo;;D56P581;;;D56PB2|D56PB1;;;;;;;D42P549|D56P537;D56P394;;;;;;;D55|D74|D76|D56|D77|D42|D87|D45|D81|D75;;;;;;;;;;;;;;;
Lope Ferrándiz;Lope Ferrándiz (D67PB2 in AMSPO FSV);AMSPO-D67PB2;Q16;AMSPO-D67PB2;;;;;;;D67-Lope;D67-Ferrándiz;;;;;;;;;;;;;;;;;;;;;;;D67;;;;;;;;;;;;;;;
Nicolao Pérez;Nicolao Pérez (P575 in AMSPO FSV);AMSPO-P575;Q16;AMSPO-P575;;;;;;;D55-Nicolao;D55-Pérez;D55-Carniçero;;;;;;;;;;;;;;;;;;;;;;D55;;;;;;;;;;;;;;;
Alfonso Garçía;Alfonso Garçía (P264 in AMSPO FSV);AMSPO-P264;Q16;AMSPO-P264;;;;;;;D112-Alfonso;D112-Garçía;D112-Andador;;;;;;;;;;;;;;;;;;;;;;D112;;;;;;;;;;;;;;;
Garçía Pérez;Garçía Pérez (P523 in AMSPO FSV);AMSPO-P523;Q16;AMSPO-P523;;;;;;;D76-Garçía|D69-Garçía|D47-Garçía;D76-Pérez|D47-Pérez|D69-Pérez;;;;;;D69-Notario póblico del rey en la pobla de Grado|D76-Notario póblico del rey enna pobla de Grado|D47-Notario póblico del rey enna pobla de Grado;;;;;;;;;;;;;;;;;D69|D47|D76;;;;;;;;;;;;;;;
María Rodríguez;María Rodríguez (P648 in AMSPO FSV);AMSPO-P648;Q16;AMSPO-P648;;;;;;;D111-María|D104-María|D97-María;D111-Rodríguez|D104-Rodríguiz|D97-Rodríguiz;;;D97-San_Romano|D104-San_Romano;D104P100|D111P100|D97P100;;;;;;;;;;;;;;;;;;;D104|D111|D97;;;;;;;;;;;;;;D111Death_1|D97Death_1|D104Death_1;
Juan Fernándiz;Juan Fernándiz (P201 in AMSPO FSV);AMSPO-P201;Q16;AMSPO-P201;;;;;;;D61-Iohan|D104-Iohan|D29-Iohan|D50-Iohan|D25-Iohan|D71-Iohan|D58-Iohan|D63-Iohan|D12-Juan|D59-Iohan|D49-Iohan|D7-Iohan|D8-Iohan|D62-Iohan|D53-Iohan;D59-Fernándiz|D25-Ferrándiz|D62-Ferrándiz|D7-Fernándiz|D63-Ferrándiz|D104-Ferrándiz|D12-Fernández|D71-Ferrándiz|D8-Fernándiz|D49-Fernándiz|D53-Ferrándiz|D58-Fernándiz|D61-Fernández|D29-Fernándiz|D50-Fernándiz;D62-Notario|D50-Notario|D49-Notario;;;;;D59-Notario público del rey en Oviedo|D8-Notario público del rey en Oviedo|D29-Notario público del rey en Oviedo|D25-Notario público del rey en Oviedo|D63-Notario público del rey en Oviedo|D58-Notario público del rey en Oviedo|D7-Notario público del rey en Oviedo|D71-Notario público del rey en Oviedo|D12-Notario público del rey en Oviedo|D104-Notario público del rey en Oviedo|D61-Notario público del rey en Oviedo|D53-Notario;;;;;;;;;;;;;;;;;D59|D62|D71|D25|D29|D63|D53|D49|D104|D7|D50|D61|D58|D12|D8;;;;;;;;;;;;;;;
Iohan Ferrándiz;Iohan Ferrándiz (P203 in AMSPO FSV);AMSPO-P203;Q16;AMSPO-P203;;;;;;;D72-Iohan;D72-Ferrándiz;D72-Criado;;;;;;;;D72P167;;;;;;;;;;;;;;D72;;;;;;;;;;;;;;;
Iohan Martíniz de Lavaniegos;Iohan Martíniz de Lavaniegos (P384 in AMSPO FSV);AMSPO-P384;Q16;AMSPO-P384;;;;;;;D11-Iohan;D11-Martíniz de Lavaniegos;;;;;;;;;;;;;;;;;;;;;;;D11;;;;;;;;;;;;;;;
Nicolás Pérez;Nicolás Pérez (P574 in AMSPO FSV);AMSPO-P574;Q16;AMSPO-P574;;;;;;;D41-Nicolás;D41-Pérez;D41-Zapatero;;;;;;;;;;;;;;;;;;;;;;D41;;;;;;;;;;;;;;;
Garçía Pérez de y de Borondes;Garçía Pérez de y de Borondes (P522 in AMSPO FSV);AMSPO-P522;Q16;AMSPO-P522;;;;;;;D92-Garçía|D57-Garçía|D68-Garçía|D77-Garçía|D63-Garçía|D86-Garçía|D59-Garçía|D47-Garçía;D63-Pérez de Borondés|D59-Pérez|D57-Pérez de Borondes|D92-Pérez de Borondes|D77-Pérez de y de Borondes|D47-Pérez de Borondes|D68-Pérez|D86-Pérez;;;D92-Borondes_Arriba|D86-Borondes;;D92P581|D63PB1;;D63PB2|D92P564;;;;;;;;;;;;;;;;D59|D92|D47|D63|D57|D77|D68|D86;;;;;;;;;;;;;;;
Orraca Fernándiz;Orraca Fernándiz (P257 in AMSPO FSV);AMSPO-P257;Q16;AMSPO-P257;;;;;;;D55-Orraca|D42-Orraca|D29-Orraca|D22-Orraca|D72-Orraca|D40-Orraca|D26-Orraca|D23-Orraca;D26-Fernándiz|D22-Fernándiz|D40-Ferrándiz|D42-Ferrándiz|D55-Ferrándiz|D23-Fernándiz|D29-Fernándiz|D72-Ferrándiz;;D23P729|D42P729|D55P729|D72P729|D26P729|D29P729|D22P729|D40P729;D29-Borondes|D26-Borondes;;;;;;;;;;;;;;;;;;;;D55|D40|D29|D72|D26|D42|D23|D22;;;;;;;;;;;;;;;
Diego Suáriz;Diego Suáriz (P695 in AMSPO FSV);AMSPO-P695;Q16;AMSPO-P695;;;;;;;D12-Diego|D2-Diego;D12-Suáriz|D2-Suáriz;D12-Cambiador|D2-Cambiador;;;;;;;;;;;;;;;;;;;;;;D12|D2;;;;;;;;;;;;;;;
Pero Martíniz;Pero Martíniz (P394 in AMSPO FSV);AMSPO-P394;Q16;AMSPO-P394;;;;;;;D63-Pero|D30-Pero|D15-Pedro|D114-Pero|D28-Pero|D56-Pero|D74-Pero|D51-Pero|D53-Pero;D51-Martíniz|D30-Martíniz|D63-Martíniz|D53-Martíniz|D28-Martíniz|D114-Martíniz|D74-Martíniz|D15-Martínez|D56-Martíniz;;D74P455|D56P455;;D56P581;;;;;;;;;D56P525|D74P224|D74P563;;;;;;;;;;D15|D30|D74|D28|D56|D63|D114|D53|D51;;;;;;;;;;;;;;;
Fernán Alfonso;Fernán Alfonso (P24 in AMSPO FSV);AMSPO-P24;Q16;AMSPO-P24;;;;;;;D104-Fernán|D107-Fernán;D107-Alffonso de Oviedo|D104-Alfonso;D107-Monge del monasterio de San Viçenti de Oviedo|D104-Mongie del monesterio de San Viçente de Oviedo;;;;;;;;;D107-Oviedo|D104-Oviedo;;;;;;;;;;;;;D107|D104;;;;;;;;;;;;;;;
Iohan Rodríguez;Iohan Rodríguez (P645 in AMSPO FSV);AMSPO-P645;Q16;AMSPO-P645;;;;;;;D127-Iohan|D128-Iohan|D126-Iohan;D127-Rodríguiz|D126-Rodríguez|D128-Rodríguez;D127-Oriz;;;;D127P154|D128P154;;D128P103;D126P5|D128P5|D127P5|D128P21|D126P21|D127P21;;;;;;;;;;;;;;;D128|D127|D126;;;;;;;;;;;;;;;
Martín Sánchiz;Martín Sánchiz (D17PB1 in AMSPO FSV);AMSPO-D17PB1;Q16;AMSPO-D17PB1;;;;;;;D17-Martín;D17-Sánchiz;;;;D17P385;;;;;;;;;;;;;;;;;;;D17;;;;;;;;;;;;;;;
Juan Pérez;Juan Pérez (P544 in AMSPO FSV);AMSPO-P544;Q16;AMSPO-P544;;;;;;;D46-Iohan|D75-Iohan|D73-Iohan|D77-Iohan|D41-Juan|D65-Iohan|D55-Iohan|D45-Iohan;D55-Pérez|D41-Pérez|D45-Pérez|D77-Pérez|D46-Pérez|D73-Pérez|D75-Pérez|D65-Pérez;D75-Notario|D55-Notario;;;;;D73-Notario público del rey en Oviedo|D45-Notario público del rey en Oviedo|D77-Notario público del rey en Oviedo|D46-Notario público del rey en Oviedo|D65-Notario de Oviedo;;;;;;;;;;;;;;;;;D55|D65|D46|D77|D41|D45|D73|D75;;;;;;;;;;;;;;;
Garçía Gonzáliz;Garçía Gonzáliz (P297 in AMSPO FSV);AMSPO-P297;Q16;AMSPO-P297;;;;;;;D34-Garçía;D34-Gonzáliz;;;;;D34PB1;;;;;;;;;;;;;;;;;;D34;;;;;;;;;;;;;;;
Iohan;Iohan (D70PB1 in AMSPO FSV);AMSPO-D70PB1;Q16;AMSPO-D70PB1;;;;;;;D70-Iohan;;D70-Escrivano;;;;;;;;;;;;;;;;;;;;;;D70;;;;;;;;;;;;;;;
Pero Ferrándiz;Pero Ferrándiz (P242 in AMSPO FSV);AMSPO-P242;Q16;AMSPO-P242;;;;;;;D78-Pero;D78-Ferrándiz;D78-Criado;;;;;;;;D78PB1;;;;;;;;;;;;;;D78;;;;;;;;;;;;;;;
Alfonso Tebiera;Alfonso Tebiera (D78PB1 in AMSPO FSV);AMSPO-D78PB1;Q16;AMSPO-D78PB1;;;;;;;D78-Alfonso;D78-Tebiera;;;;;;;;;;;;;;;;;;;;;;;D78;;;;;;;;;;;;;;;
María Alffonso de la pobla de Grado;María Alffonso de la pobla de Grado (P56 in AMSPO FSV);AMSPO-P56;Q16;AMSPO-P56;;;;;;;D15-María;D15-Alffonso de la pobla de Grado;;;;;;;;;;;;;;;;;;;;;;;D15;;;;;;;;;;;;;;;
Alfonso Ferrándiz;Alfonso Ferrándiz (P167 in AMSPO FSV);AMSPO-P167;Q16;AMSPO-P167;;;;;;;D72-Alfonso;D72-Ferrándiz;D72-Escrivano;;;;;;;;D72P115;;;;;;;;;;;;;;D72;;;;;;;;;;;;;;;
Diego Rodríguiz de Oviedo;Diego Rodríguiz de Oviedo (P619 in AMSPO FSV);AMSPO-P619;Q16;AMSPO-P619;;;;;;;D60-Diego;D60-Rodríguiz de Oviedo;D60-Mercador;;;;;;;;;;;;;;;;;;;;;;D60;;;;;;;;;;;;;;;
Adán Pérez de Branes;Adán Pérez de Branes (P460 in AMSPO FSV);AMSPO-P460;Q16;AMSPO-P460;;;;;;;D26-Adán;D26-Pérez de Branes;;;;D26P490;;;;;;;;;;;;;;;;;;;D26;;;;;;;;;;;;;;;
Fernán Suáriz;Fernán Suáriz (P702 in AMSPO FSV);AMSPO-P702;Q16;AMSPO-P702;;;;;;;D69-Fernán;D69-Suáriz;D69-Clérigo;;;;D69PB1;;;;;;;;;;;;;;;;;;D69;;;;;;;;;;;;;;;
Iohan Álvariz;Iohan Álvariz (P100 in AMSPO FSV);AMSPO-P100;Q16;AMSPO-P100;;;;;;;D111-Iohan|D104-Iohan|D97-Iohan;D104-Álauriz|D97-Álvariz|D111-Álvarez;;;D111-San_Romano;;D104P691|D97P691|D111P691;;D104P648|D111P648|D97P648;;;;;D97P154|D104P154;;;;;;;;;;;D111|D97|D104;;;;;;;;;;;;;;;
Iohan Pérez;Iohan Pérez (D94PB2 in AMSPO FSV);AMSPO-D94PB2;Q16;AMSPO-D94PB2;;;;;;;D94-Iohan;D94-Pérez;;;;;;;;;;;;;;;;;;;;;;;D94;;;;;;;;;;;;;;;
Marinna Suárez;Marinna Suárez (P721 in AMSPO FSV);AMSPO-P721;Q16;AMSPO-P721;;;;;;;D19-Marinna|D17-Marinna|D12-Marinna|D11-Marina|D10-Marinna;D19-Suáriz|D10-Suáriz|D11-Suárez|D17-Suáriz|D12-Suáriz;;;;D10P333|D10P336|D12P331|D19P328|D10P326|D17P324;;;;D12P684;;;;;;;;;;;;;;;D11|D17|D10|D12|D19;;;;;;;;;;;;;;D19Death_2|D10Death_2|D17Death_2;
Martín Pérez;Martín Pérez (P567 in AMSPO FSV);AMSPO-P567;Q16;AMSPO-P567;;;;;;;D28-Martín;D28-Pérez;D28-Criado;;;;;;;;D28PB1;;;;;;;;;;;;;;D28;;;;;;;;;;;;;;;
Gutier Fernández;Gutier Fernández (P198 in AMSPO FSV);AMSPO-P198;Q16;AMSPO-P198;;;;;;;D67-Gutier|D72-Gutier;D72-Fernández|D67-Ferrándiz;D67-Criado del abat de San Viçcenti;;;;;;;;;;;;;;;;;;;;;;D72|D67;;;;;;;;;;;;;;;
Marcos Peláiz;Marcos Peláiz (P457 in AMSPO FSV);AMSPO-P457;Q16;AMSPO-P457;;;;;;;D95-Marcos|D100-Marcos|D101-Marcos|D25-Marcos;D100-Peláiz|D101-Peláiz|D95-Peláiz|D25-Peláiz;D95-Capellán|D100-Capellán|D25-Capellán de San Miguel de Váscones;;;D100P456|D95P456|D101P456;;;;;;D25-Feligresía_de_San_Miguel_de_Báscones|D100-Feligresía_de_San_Miguel_de_Báscones|D95-San_Pedro_Nora;;;;;;;;;;;;;D100|D95|D101|D25;;;;;;;;;;;;;;D95Death_2;
Iohan García;Iohan García (P282 in AMSPO FSV);AMSPO-P282;Q16;AMSPO-P282;;;;;;;D29-Iohan|D21-Iohan|D16-Iohan;D29-García|D16-Garçía|D21-García;D16-Escrivan|D29-Escriván;;;;;;;;;;;;;;;;;;;;;;D16|D29|D21;;;;;;;;;;;;;;;
Gonçalo Díaz;Gonçalo Díaz (P132 in AMSPO FSV);AMSPO-P132;Q16;AMSPO-P132;;;;;;;D58-Gonçalo;D58-Díaz;D58-Escrivano;;;;;;;;;;;;;;;;;;;;;;D58;;;;;;;;;;;;;;;
Pero Alfonso;Pero Alfonso (P69 in AMSPO FSV);AMSPO-P69;Q16;AMSPO-P69;;;;;;;D8-Pero|D14-Pero;D14-Alfonso|D8-Alffonso;D14-Alfayate|D8-Oriz;;;;;;;;;;;;;;;;;;;;;;D14|D8;;;;;;;;;;;;;;;
Iohan Pérez;Iohan Pérez (P540 in AMSPO FSV);AMSPO-P540;Q16;AMSPO-P540;;;;;;;D54-Iohan;D54-Pérez;D54-Clérigo del coro;;;;;;;;;;;;;;;;;;;;;;D54;;;;;;;;;;;;;;;
María Álvariz;María Álvariz (P107 in AMSPO FSV);AMSPO-P107;Q16;AMSPO-P107;;;;;;;D5-María|D61-María|D58-María|D65-María;D58-Álvariz|D5-Álvariz|D61-Álvariz|D65-Álvariz;;D5P726;D5-Borondes;D5P670|D58P493|D65P493|D61P448;;;;;;;;;;;;;;D5P154;;;;;D61|D5|D58|D65;;;;;;;;;;;;;;D61Death_1|D65Death_1|D58Death_1;
Alfonso Ferrándiz;Alfonso Ferrándiz (P163 in AMSPO FSV);AMSPO-P163;Q16;AMSPO-P163;;;;;;;D47-Alffonso|D81-Alfonso;D47-Ferrándiz|D81-Ferrándiz;;;;;D81P240|D47P236;;;;;;;;;;;;;;;;;;D81|D47;;;;;;;;;;;;;;;
Rodrig Álvariz;Rodrig Álvariz (P115 in AMSPO FSV);AMSPO-P115;Q16;AMSPO-P115;;;;;;;D16-Rodrig|D24-Rodrigo|D72-Rodrigo;D16-Álvariz|D72-Álvariz|D24-Álvarez;;;;;;D24-Adelantado mayor por el rey en tierra de León e de Asturias|D16-Adelantrado mayor por el rey enna tierra de León e de Asturias;;;;;;;;;;;;;;;;Don;D16|D72|D24;;;;;;;;;;;;;;;
Suer Pérez;Suer Pérez (P600 in AMSPO FSV);AMSPO-P600;Q16;AMSPO-P600;;;;;;;D24-Suer|D50-Suer|D123-Suer|D18-Suer|D7-Suer|D48-Suer|D12-Suer|D4-Suer|D13-Suer|D16-Suer|D88-Suer|D49-Suer|D8-Suer|D3-Suer|D89-Suer;D18-Pérez|D16-Pérez|D12-Pérez|D89-Pérez de Váscones|D4-Pérez|D49-Pérez|D123-Pérez|D50-Pérez|D3-Pérez|D13-Pérez|D8-Pérez|D88-Pérez|D48-Pérez|D24-Pérez de Borondes|D7-Pérez;;D3P739|D48P739;D12-Borondes|D49-Posada|D4-Borondes|D13-Borondes;D7P696|D89P693|D8P723|D3P723|D18P696|D13P678|D3P678|D50P723|D123P716|D4P723|D24P678|D12P684|D88P693|D16P696;;;;D12P607|D7P607|D8P607;;;;;D49P154|D50P154;;;;;;;;;;D24|D16|D49|D89|D123|D7|D18|D50|D13|D48|D3|D12|D88|D8|D4;;;;;;;;;;;;;;D4Death_1|D13Death_1|D8Death_1|D3Death_1|D123Death_2|D7Death_1;
Álvaro Suáriz;Álvaro Suáriz (P689 in AMSPO FSV);AMSPO-P689;Q16;AMSPO-P689;;;;;;;D21-Alvar|D99-Alvar|D14-Álvaro|D88-Alvar|D11-Alvar|D45-Alvar|D71-Alvar|D29-Alvar|D103-Alvar|D33-Alvar|D31-Alvar|D54-Alvar;D88-Suáriz|D71-Suáriz|D99-Suáriz|D31-Suáriz de la Pobla|D21-Suáriz|D33-Suáriz de la Pobla|D11-Suárez|D103-Suáriz de la pobla de Grado|D14-Suárez|D45-Suáriz|D54-Suáriz de la Pobla de Grado|D29-Suáriz de la pobla de Grado;D71-Escrivano;;;;;;;;;;;;;;;;;;;;;;D71|D29|D14|D21|D11|D103|D99|D54|D45|D31|D33|D88;;;;;;;;;;;;;;;
Alffonso Fernándiz;Alffonso Fernándiz (P160 in AMSPO FSV);AMSPO-P160;Q16;AMSPO-P160;;;;;;;D22-Alffonso;D22-Fernándiz;D22-Çapatero;;;;;;;;;;;;;;;;;;;;;;D22;;;;;;;;;;;;;;;
Roy Peláiz;Roy Peláiz (P459 in AMSPO FSV);AMSPO-P459;Q16;AMSPO-P459;;;;;;;D96-Roy;D96-Peláiz;D96-Capellán;;;;;;;;;D96-Sograndio;;;;;;;;;;;;;D96;;;;;;;;;;;;;;;
Çezilla Álvariz;Çezilla Álvariz (P92 in AMSPO FSV);AMSPO-P92;Q16;AMSPO-P92;;;;;;;D36-Cezilla|D35-Cezilla|D38-Cezilla|D43-Çezilla|D37-Cezilla;D35-Álvariz|D43-Álvariz|D38-Álvariz|D36-Álvarez|D37-Álvariz;;D36P625;;;;;;;;;;;D43P87|D38P80|D37P80|D35P3|D35P30;;;;;;;;;;D43|D38|D37|D36|D35;;;;;;;;;;;;;;D35Death_1|D43Death_1;
Garçía Rodríguiz;Garçía Rodríguiz (P625 in AMSPO FSV);AMSPO-P625;Q16;AMSPO-P625;;;;;;;D38-Garçía|D43-Garçía|D36-Garçía|D37-Garçía|D35-Garçía;D36-Rodríguiz|D35-Rodríguiz|D43-Rodríguiz|D38-Rodríguiz|D37-Rodríguiz;;D36P92;;;;;;;;;;;D43P87|D38P80|D37P80|D35P3|D35P30;;;;;;;;;;D43|D38|D37|D36|D35;;;;;;;;;;;;;;D35Death_4|D43Death_4;
Alfonso Andreo;Alfonso Andreo (P117 in AMSPO FSV);AMSPO-P117;Q16;AMSPO-P117;;;;;;;D43-Alfonso|D39-Alffonso|D66-Alffonso|D67-Alfonso|D57-Alfonso|D36-Alffonso|D62-Alfonso|D35-Alffonso|D37-Alfonso|D65-Alfonso|D78-Alffonso|D38-Alffonso|D58-Alfonso;D38-Andreo|D57-Andreo|D43-Andreo|D37-Andreo|D35-Andreo|D39-Andreo|D58-Andreo|D65-Andreo|D62-Andreo|D67-Andreo|D36-Andreo|D78-Andreo|D66-Andreo;D58-Notario;;;;;D66-Notario póblico del rey en Oviedo|D35-Notario póblico del rey en Oviedo|D62-Notario póblico del rey en Oviedo|D36-Notario póblico del rey en Oviedo|D67-Notario póblico del rey en Oviedo|D39-Notario póblico del rey en Oviedo|D57-Notario póblico del rey en Oviedo|D78-Notario póblico del rey en Oviedo|D65-Notario público del rey en Oviedo|D38-Notario póblico del rey en Oviedo|D37-Notario póblico del rey en Oviedo|D43-Notario póblico del rey en Oviedo;;;;;;;;;;;;;;;;;D39|D62|D65|D43|D57|D38|D67|D35|D37|D36|D58|D66|D78;;;;;;;;;;;;;;;
Fernán Alfonso;Fernán Alfonso (P14 in AMSPO FSV);AMSPO-P14;Q16;AMSPO-P14;;;;;;;D106-Fernán|D34-Fernán|D33-Fernán;D33-Alfonso|D106-Alffonso|D34-Alfonso;D34-Alfayate|D106-Alfayate|D33-Alfayate;;;;;;;;;;;;;;;;;;;;;;D106|D33|D34;;;;;;;;;;;;;;;
Gonçalo Pérez de Berzió;Gonçalo Pérez de Berzió (P532 in AMSPO FSV);AMSPO-P532;Q16;AMSPO-P532;;;;;;;D39-Gonçalo;D39-Pérez de Berzió;D39-Criado;;;;D39P344;;D39P280;D39P599;D39P403;;;;;;;;;;;;;;D39;;;;;;;;;;;;;;;
Alfonso Rodríguez Lagaña;Alfonso Rodríguez Lagaña (P615 in AMSPO FSV);AMSPO-P615;Q16;AMSPO-P615;;;;;;;D41-Alfonso|D17-Alffonso;D17-Rodríguez Laganna|D41-Rodríguez Lagaña;;;;;;;;;;;;;;;;;;;;;;;D41|D17;;;;;;;;;;;;;;;
